ID.interactor.A,RefSeq.interactor.A,UniprotKB.interactor.A,ID.interactor.B,RefSeq.interactor.B,UniprotKB.interactor.B
DIP-5360N,NP_009665,P38265,DIP-5336N,NP_011004,P40054
DIP-2741N,NP_009686,P38270,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-800N,NP_009701,P12385
DIP-5336N,NP_011004,P40054,DIP-1271N,NP_009713,P33313
DIP-5361N,NP_009727,P38292,DIP-5336N,NP_011004,P40054
DIP-1475N,NP_009729,P33755,DIP-5336N,NP_011004,P40054
DIP-1499N,NP_009780,P32473,DIP-5336N,NP_011004,P40054
DIP-5362N,NP_009799,P38141,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5363N,NP_009800,P38142
DIP-5364N,NP_009802,P07286,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-4175N,NP_009808,P32449
DIP-1253N,NP_009833,P38147,DIP-5336N,NP_011004,P40054
DIP-4976N,NP_009892,P25568,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5365N,NP_009997,P25382
DIP-2839N,NP_010178,P43124,DIP-5336N,NP_011004,P40054
DIP-1243N,NP_010121,P39517,DIP-5336N,NP_011004,P40054
DIP-5366N,NP_010113,P32771,DIP-5336N,NP_011004,P40054
DIP-5133N,NP_010288,P41910,DIP-5336N,NP_011004,P40054
DIP-5367N,NP_010295,P49626,DIP-5336N,NP_011004,P40054
DIP-5198N,NP_010390,Q12116,DIP-5336N,NP_011004,P40054
DIP-1501N,NP_010426,P39108,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5203N,NP_010439,P14832
DIP-2313N,NP_010478,P49686,DIP-5336N,NP_011004,P40054
DIP-5368N,NP_010480,P15424,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5369N,NP_010552,Q05580
DIP-5336N,NP_011004,P40054,DIP-5370N,NP_010592,Q06640
DIP-5150N,NP_010593,Q06644,DIP-5336N,NP_011004,P40054
DIP-5371N,NP_010618,P49018,DIP-5336N,NP_011004,P40054
DIP-5372N,NP_010630,P39003,DIP-5336N,NP_011004,P40054
DIP-1587N,NP_010682,P33298,DIP-5336N,NP_011004,P40054
DIP-5175N,NP_010767,Q03370,DIP-5336N,NP_011004,P40054
DIP-5373N,NP_010771,P27809,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5374N,NP_010800,Q04406
DIP-5336N,NP_011004,P40054,DIP-5273N,NP_010812,Q04412
DIP-5336N,NP_011004,P40054,DIP-4293N,NP_010817,Q04429
DIP-5375N,NP_010820,Q04430,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-4941N,NP_011001,P40051
DIP-5336N,NP_011004,P40054,DIP-5336N,NP_011004,P40054
DIP-5376N,NP_011072,P40088,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-764N,NP_116638,P35191
DIP-5336N,NP_011004,P40054,DIP-2340N,NP_116616,P02557
DIP-3799N,NP_116672,P43598,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5377N,NP_116711,P04806
DIP-5187N,NP_116714,P43623,DIP-5336N,NP_011004,P40054
DIP-5378N,NP_011476,P53183,DIP-5336N,NP_011004,P40054
DIP-980N,NP_011419,P53147,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5379N,NP_011405,P53137
DIP-5336N,NP_011004,P40054,DIP-2967N,NP_011380,P53030
DIP-5336N,NP_011004,P40054,DIP-2746N,NP_011334,P40956
DIP-5336N,NP_011004,P40054,DIP-2077N,NP_011534,P39111
DIP-5380N,NP_011598,P12686,DIP-5336N,NP_011004,P40054
DIP-5381N,NP_011696,P49723,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-2600N,NP_011726,P42942
DIP-5382N,NP_011809,P53342,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5383N,NP_012220,P40529
DIP-5336N,NP_011004,P40054,DIP-4483N,NP_012191,P40510
DIP-5043N,NP_012642,P47146,DIP-5336N,NP_011004,P40054
DIP-5384N,NP_012999,P36153,DIP-5336N,NP_011004,P40054
DIP-4808N,NP_013252,Q12524,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-3955N,NP_014440,P53737
DIP-5336N,NP_011004,P40054,DIP-5385N,NP_014793,Q12487
DIP-5058N,NP_014832,Q08561,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5386N,NP_014865,Q99297
DIP-5387N,NP_014889,Q08651,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5388N,NP_014901,Q08702
DIP-5389N,-,Q08728,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5390N,-,Q08756
DIP-5336N,NP_011004,P40054,DIP-5391N,-,Q99318
DIP-5336N,NP_011004,P40054,DIP-1526N,NP_015007,P21242
DIP-5392N,NP_015032,Q08910,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5327N,NP_015033,Q08911
DIP-5336N,NP_011004,P40054,DIP-5341N,-,Q08915
DIP-5336N,NP_011004,P40054,DIP-5334N,-,Q08958
DIP-2399N,NP_015111,Q08963,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-1715N,NP_015095,Q99395
DIP-5393N,NP_015091,Q12143,DIP-5336N,NP_011004,P40054
DIP-5336N,NP_011004,P40054,DIP-5394N,NP_015090,P32842
DIP-5336N,NP_011004,P40054,DIP-5395N,NP_015341,Q12522
DIP-1430N,NP_015371,Q12262,DIP-5336N,NP_011004,P40054
DIP-4394N,-,O13567,DIP-5336N,NP_011004,P40054
DIP-5396N,NP_015460,P08593,DIP-5336N,NP_011004,P40054
DIP-5196N,-,O13569,DIP-5336N,NP_011004,P40054
DIP-5397N,NP_015475,Q12207,DIP-5336N,NP_011004,P40054
DIP-2072N,NP_012400,P47012,DIP-5398N,NP_011005,P40055
DIP-5344N,NP_015112,Q12211,DIP-5398N,NP_011005,P40055
DIP-4508N,NP_011006,P40056,DIP-1892N,NP_011052,P40078
DIP-2533N,NP_015501,P24482,DIP-4508N,NP_011006,P40056
DIP-4029N,NP_011009,P00927,DIP-4029N,NP_011009,P00927
DIP-5399N,NP_010248,Q12069,DIP-4922N,NP_011010,P39965
DIP-4957N,NP_011018,P40061,DIP-1444N,NP_012477,P47041
DIP-4957N,NP_011018,P40061,DIP-2268N,NP_013311,P24871
DIP-4857N,NP_012740,P32895,DIP-1482N,NP_011025,P38620
DIP-1586N,NP_009481,P05754,DIP-5400N,NP_010747,Q03289
DIP-3916N,NP_011029,P22202,DIP-4785N,NP_010353,P54858
DIP-3916N,NP_011029,P22202,DIP-5401N,NP_011450,P43636
DIP-1283N,NP_010009,P25651,DIP-5402N,NP_011032,P40065
DIP-2626N,NP_011372,P30775,DIP-2452N,NP_011033,P40066
DIP-2601N,NP_011855,P38750,DIP-2452N,NP_011033,P40066
DIP-2472N,NP_011043,P40073,DIP-1266N,NP_010126,P24870
DIP-4231N,NP_010077,Q12443,DIP-2472N,NP_011043,P40073
DIP-2472N,NP_011043,P40073,DIP-2472N,NP_011043,P40073
DIP-4489N,NP_011044,P40074,DIP-5403N,NP_012868,P35731
DIP-5404N,NP_011103,P32644,DIP-2740N,NP_011048,P38682
DIP-2585N,NP_011050,P40077,DIP-4417N,NP_011866,P38756
DIP-5405N,NP_014985,P46669,DIP-2238N,NP_011051,P39940
DIP-1410N,NP_011053,P40079,DIP-1490N,NP_013527,Q06410
DIP-5406N,NP_011054,P40080,DIP-1746N,NP_015499,P52917
DIP-818N,NP_012122,P40460,DIP-5407N,NP_011055,P38990
DIP-5074N,NP_013524,P20051,DIP-5407N,NP_011055,P38990
DIP-5408N,NP_009657,P38258,DIP-1336N,NP_011059,P32598
DIP-816N,NP_012274,P40567,DIP-785N,NP_011062,P39958
DIP-2338N,NP_015506,Q06624,DIP-785N,NP_011062,P39958
DIP-5409N,NP_011067,P40085,DIP-5410N,NP_010229,Q07376
DIP-5409N,NP_011067,P40085,DIP-1243N,NP_010121,P39517
DIP-5409N,NP_011067,P40085,DIP-2116N,NP_012867,P35691
DIP-4477N,NP_012675,P47172,DIP-1216N,NP_011070,P40087
DIP-4561N,NP_014469,P53757,DIP-1216N,NP_011070,P40087
DIP-1716N,NP_011071,P39944,DIP-5017N,NP_010240,P10849
DIP-1716N,NP_011071,P39944,DIP-2729N,NP_013746,Q05080
DIP-1716N,NP_011071,P39944,DIP-1882N,NP_014677,Q12013
DIP-5150N,NP_010593,Q06644,DIP-5376N,NP_011072,P40088
DIP-5376N,NP_011072,P40088,DIP-5411N,NP_012208,P40522
DIP-1527N,NP_012533,P38624,DIP-5376N,NP_011072,P40088
DIP-2463N,NP_011076,P40091,DIP-4624N,NP_010048,Q07684
DIP-2463N,NP_011076,P40091,DIP-5412N,NP_012224,P40532
DIP-5413N,NP_012890,P36096,DIP-2463N,NP_011076,P40091
DIP-2463N,NP_011076,P40091,DIP-1344N,NP_014960,Q12507
DIP-5095N,NP_012428,P42947,DIP-5414N,NP_011079,P10356
DIP-5416N,NP_012365,P46993,DIP-5415N,NP_011080,P10355
DIP-202N,NP_014400,P32910,DIP-3870N,NP_011081,P39952
DIP-3870N,NP_011081,P39952,DIP-4458N,-,Q08521
DIP-4187N,NP_011083,P40093,DIP-2019N,NP_116615,P01123
DIP-1194N,NP_011635,P53271,DIP-4728N,NP_011084,P40094
DIP-5417N,NP_012802,P32332,DIP-2686N,NP_011085,P40095
DIP-5419N,NP_015254,Q02864,DIP-5418N,NP_011096,P39956
DIP-5117N,NP_011105,P16387,DIP-1635N,NP_011745,P32566
DIP-5420N,NP_012798,P32343,DIP-5117N,NP_011105,P16387
DIP-5421N,NP_012410,P46959,DIP-110N,NP_011106,P25453
DIP-1328N,NP_012951,P14741,DIP-5422N,NP_011113,P40101
DIP-4058N,NP_012615,P47128,DIP-5423N,NP_116654,P25808
DIP-1764N,NP_013717,P40959,DIP-5424N,NP_116644,P43581
DIP-764N,NP_116638,P35191,DIP-2091N,NP_011818,P38726
DIP-5425N,NP_012732,P32464,DIP-764N,NP_116638,P35191
DIP-5426N,NP_012585,P21375,DIP-41N,NP_116635,P09624
DIP-41N,NP_116635,P09624,DIP-4132N,NP_014823,Q08558
DIP-2294N,NP_011586,P48412,DIP-5427N,NP_116633,P43575
DIP-1312N,NP_013674,Q03697,DIP-5427N,NP_116633,P43575
DIP-4276N,NP_116632,P43574,DIP-2810N,NP_011504,P21243
DIP-1220N,NP_010088,Q12063,DIP-5428N,NP_116631,P15625
DIP-5429N,NP_011685,P53294,DIP-5428N,NP_116631,P15625
DIP-2948N,NP_009912,P25374,DIP-4929N,NP_683715,P43573
DIP-4929N,NP_683715,P43573,DIP-1336N,NP_011059,P32598
DIP-1333N,NP_013301,P52553,DIP-4929N,NP_683715,P43573
DIP-1911N,NP_013344,Q06543,DIP-4929N,NP_683715,P43573
DIP-2026N,NP_011880,P32793,DIP-5430N,NP_116627,P06842
DIP-5430N,NP_116627,P06842,DIP-4116N,NP_014885,Q08646
DIP-4941N,NP_011001,P40051,DIP-5431N,NP_444296,P43570
DIP-1884N,NP_011983,P38823,DIP-5431N,NP_444296,P43570
DIP-5432N,NP_012726,P36046,DIP-5431N,NP_444296,P43570
DIP-5433N,NP_116623,P43567,DIP-5434N,NP_012188,P40508
DIP-1922N,NP_012932,Q02205,DIP-5433N,NP_116623,P43567
DIP-2739N,NP_013965,Q05031,DIP-2431N,NP_116617,P13433
DIP-5435N,NP_010723,Q04081,DIP-4427N,NP_116613,P43562
DIP-5436N,-,O94086,DIP-4427N,NP_116613,P43562
DIP-5437N,NP_012899,P36014,DIP-4270N,NP_116576,P43552
DIP-5438N,NP_116603,P43551,DIP-5421N,NP_012410,P46959
DIP-5439N,-,Q08872,DIP-5438N,NP_116603,P43551
DIP-5441N,NP_013519,O13578,DIP-5440N,NP_116590,P43539
DIP-2556N,NP_014790,Q12171,DIP-5442N,NP_116658,P43587
DIP-3900N,-,-,DIP-5442N,NP_116658,P43587
DIP-5444N,NP_009612,P38081,DIP-5443N,NP_116662,P43591
DIP-1315N,NP_116663,P43592,DIP-913N,NP_012474,P40368
DIP-1315N,NP_116663,P43592,DIP-5445N,NP_013499,P04039
DIP-1490N,NP_013527,Q06410,DIP-1315N,NP_116663,P43592
DIP-1315N,NP_116663,P43592,DIP-1435N,NP_014506,Q08278
DIP-1430N,NP_015371,Q12262,DIP-1315N,NP_116663,P43592
DIP-1570N,NP_116666,P43594,DIP-2614N,-,P47068
DIP-5201N,NP_013196,Q12072,DIP-5446N,NP_116668,P43596
DIP-4253N,NP_010545,Q03935,DIP-5354N,NP_116670,P23337
DIP-5354N,NP_116670,P23337,DIP-5354N,NP_116670,P23337
DIP-4905N,NP_011872,P00447,DIP-5354N,NP_116670,P23337
DIP-5354N,NP_116670,P23337,DIP-1345N,NP_012398,P47011
DIP-5354N,NP_116670,P23337,DIP-1255N,NP_013359,P27472
DIP-5354N,NP_116670,P23337,DIP-1300N,NP_014690,Q02794
DIP-5019N,NP_013049,Q12473,DIP-352N,NP_116694,P14724
DIP-1478N,NP_116695,P43609,DIP-1898N,NP_013425,Q06168
DIP-1975N,NP_014422,P53726,DIP-1849N,NP_116700,P43614
DIP-5447N,NP_116707,P19955,DIP-1102N,NP_010432,P19262
DIP-5447N,NP_116707,P19955,DIP-3902N,NP_013867,P40218
DIP-5448N,NP_014579,Q99186,DIP-5447N,NP_116707,P19955
DIP-5447N,NP_116707,P19955,DIP-1407N,NP_014559,P35193
DIP-5447N,NP_116707,P19955,DIP-1598N,NP_014558,Q12292
DIP-5447N,NP_116707,P19955,DIP-1300N,NP_014690,Q02794
DIP-3834N,NP_014692,Q08417,DIP-5447N,NP_116707,P19955
DIP-1291N,NP_015276,Q03063,DIP-5447N,NP_116707,P19955
DIP-4418N,NP_015068,Q12365,DIP-5447N,NP_116707,P19955
DIP-1004N,NP_010125,Q12510,DIP-1575N,NP_116710,P32496
DIP-866N,NP_011634,P48837,DIP-4580N,NP_011510,P53195
DIP-5352N,NP_015066,Q08974,DIP-4727N,NP_011505,P25338
DIP-978N,NP_011502,P12383,DIP-978N,NP_011502,P12383
DIP-5449N,NP_014168,P53860,DIP-2638N,NP_011501,P25339
DIP-694N,NP_012242,Q01852,DIP-5301N,NP_011488,P53008
DIP-973N,NP_014156,P33338,DIP-5450N,NP_011486,P53188
DIP-5451N,NP_011483,P32781,DIP-5452N,NP_011773,P53320
DIP-4311N,NP_011475,P05373,DIP-4311N,NP_011475,P05373
DIP-1489N,NP_011471,P25299,DIP-5453N,NP_010063,Q07629
DIP-1489N,NP_011471,P25299,DIP-5133N,NP_010288,P41910
DIP-1296N,NP_010299,Q12248,DIP-1489N,NP_011471,P25299
DIP-1822N,NP_010369,P38962,DIP-1489N,NP_011471,P25299
DIP-1350N,NP_010383,Q03835,DIP-1489N,NP_011471,P25299
DIP-1489N,NP_011471,P25299,DIP-1793N,NP_010469,Q04004
DIP-5454N,NP_010827,P33751,DIP-1489N,NP_011471,P25299
DIP-1489N,NP_011471,P25299,DIP-1216N,NP_011070,P40087
DIP-5455N,NP_011518,P53203,DIP-1489N,NP_011471,P25299
DIP-2113N,NP_012647,P47150,DIP-1489N,NP_011471,P25299
DIP-859N,NP_013439,P32499,DIP-1489N,NP_011471,P25299
DIP-1489N,NP_011471,P25299,DIP-1467N,NP_013873,Q03790
DIP-1489N,NP_011471,P25299,DIP-1596N,NP_013997,P53437
DIP-2730N,NP_014385,P53979,DIP-1489N,NP_011471,P25299
DIP-2059N,NP_014354,P53633,DIP-1489N,NP_011471,P25299
DIP-1489N,NP_011471,P25299,DIP-2011N,NP_014242,P53897
DIP-2228N,NP_009359,P11433,DIP-5456N,NP_011463,P53175
DIP-3979N,NP_013057,P23900,DIP-5457N,NP_011461,P53173
DIP-1513N,NP_014198,P40164,DIP-5457N,NP_011461,P53173
DIP-2071N,NP_011458,P53171,DIP-714N,NP_009537,P16892
DIP-5458N,NP_014561,Q08237,DIP-1555N,NP_011457,P06104
DIP-1555N,NP_011457,P06104,DIP-2347N,NP_014837,P32773
DIP-41N,NP_116635,P09624,DIP-5022N,NP_011452,P53167
DIP-610N,NP_011445,P27999,DIP-5459N,NP_009429,P39563
DIP-610N,NP_011445,P27999,DIP-5460N,NP_009646,P38252
DIP-610N,NP_011445,P27999,DIP-4888N,NP_009664,P38264
DIP-5360N,NP_009665,P38265,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-5461N,NP_009715,P38284
DIP-5462N,NP_009726,P38291,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-1303N,NP_009735,P38122
DIP-610N,NP_011445,P27999,DIP-1683N,NP_009747,P38302
DIP-4767N,NP_009760,P38307,DIP-610N,NP_011445,P27999
DIP-4260N,NP_009790,P38326,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-5229N,NP_010230,Q07362
DIP-5463N,NP_010098,P48569,DIP-610N,NP_011445,P27999
DIP-5464N,NP_010062,Q07648,DIP-610N,NP_011445,P27999
DIP-2667N,NP_010305,Q12421,DIP-610N,NP_011445,P27999
DIP-1618N,NP_010339,P14682,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-5465N,NP_010341,Q12025
DIP-5466N,NP_010352,Q12454,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-5467N,NP_010364,P38958
DIP-610N,NP_011445,P27999,DIP-1824N,NP_010400,Q04598
DIP-610N,NP_011445,P27999,DIP-4335N,-,Q03913
DIP-610N,NP_011445,P27999,DIP-832N,NP_010470,Q04005
DIP-4818N,NP_010546,Q12379,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-5468N,NP_010572,Q05530
DIP-610N,NP_011445,P27999,DIP-5469N,-,Q05503
DIP-843N,NP_010946,P40018,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-4880N,NP_010956,P40027
DIP-5340N,NP_010973,P40035,DIP-610N,NP_011445,P27999
DIP-5470N,NP_011034,P40068,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-2625N,NP_011040,Q01684
DIP-610N,NP_011445,P27999,DIP-1397N,NP_011107,P32645
DIP-5471N,NP_011108,P40097,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-1349N,NP_116637,P43577
DIP-610N,NP_011445,P27999,DIP-1449N,NP_116618,P43563
DIP-2019N,NP_116615,P01123,DIP-610N,NP_011445,P27999
DIP-610N,NP_011445,P27999,DIP-5416N,NP_012365,P46993
DIP-610N,NP_011445,P27999,DIP-5472N,NP_012353,P46986
DIP-610N,NP_011445,P27999,DIP-5473N,NP_012345,P0C0W1
DIP-610N,NP_011445,P27999,DIP-5474N,NP_012696,P47188
DIP-2120N,NP_012888,P32859,DIP-610N,NP_011445,P27999
DIP-4344N,NP_012837,P36077,DIP-610N,NP_011445,P27999
DIP-5310N,NP_012781,P33421,DIP-610N,NP_011445,P27999
DIP-5475N,NP_012772,P36060,DIP-610N,NP_011445,P27999
DIP-510N,NP_012731,P25296,DIP-610N,NP_011445,P27999
DIP-1587N,NP_010682,P33298,DIP-5476N,NP_011441,P53160
DIP-2989N,NP_011440,P53159,DIP-1337N,NP_010213,Q07442
DIP-5138N,NP_010018,P25656,DIP-5477N,NP_011425,P53150
DIP-4776N,NP_013367,Q06148,DIP-5477N,NP_011425,P53150
DIP-1491N,NP_013528,Q06411,DIP-5477N,NP_011425,P53150
DIP-2315N,NP_011418,P21827,DIP-4338N,-,Q08842
DIP-2062N,NP_010899,P39996,DIP-5478N,NP_011417,P53146
DIP-5479N,NP_011413,P53143,DIP-2828N,NP_012064,P38880
DIP-1727N,NP_011411,P53142,DIP-1467N,NP_013873,Q03790
DIP-981N,NP_011403,P53040,DIP-3003N,NP_010196,Q07508
DIP-2809N,NP_013875,Q03792,DIP-981N,NP_011403,P53040
DIP-981N,NP_011403,P53040,DIP-925N,NP_013963,Q05027
DIP-981N,NP_011403,P53040,DIP-5480N,NP_014382,P32588
DIP-5482N,NP_015520,Q06593,DIP-5481N,NP_011402,P53135
DIP-5018N,NP_010793,P50896,DIP-1331N,NP_011393,P32505
DIP-1331N,NP_011393,P32505,DIP-1331N,NP_011393,P32505
DIP-4484N,NP_011957,P28007,DIP-1331N,NP_011393,P32505
DIP-5480N,NP_014382,P32588,DIP-1331N,NP_011393,P32505
DIP-3987N,NP_012900,P36102,DIP-5483N,NP_011391,P53129
DIP-2228N,NP_009359,P11433,DIP-1179N,NP_011388,P38633
DIP-5484N,NP_009544,P32789,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-1905N,NP_009502,P34217
DIP-1179N,NP_011388,P38633,DIP-1303N,NP_009735,P38122
DIP-1179N,NP_011388,P38633,DIP-4661N,NP_009745,P38126
DIP-1659N,NP_009752,P38304,DIP-1179N,NP_011388,P38633
DIP-1758N,NP_009959,P25623,DIP-1179N,NP_011388,P38633
DIP-5485N,NP_009964,P25359,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-4735N,NP_010239,P38913
DIP-1578N,NP_010134,Q12250,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-590N,NP_010116,P06100
DIP-1179N,NP_011388,P38633,DIP-1822N,NP_010369,P38962
DIP-1179N,NP_011388,P38633,DIP-5486N,NP_010377,P52490
DIP-2780N,-,Q03831,DIP-1179N,NP_011388,P38633
DIP-870N,NP_010395,O13329,DIP-1179N,NP_011388,P38633
DIP-419N,NP_010511,P04911,DIP-1179N,NP_011388,P38633
DIP-4253N,NP_010545,Q03935,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-290N,NP_010594,P47822
DIP-5175N,NP_010767,Q03370,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-1364N,NP_010798,Q12306
DIP-5274N,NP_010823,Q04433,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-5487N,NP_010876,P32626
DIP-1179N,NP_011388,P38633,DIP-5288N,NP_010866,P32613
DIP-152N,NP_010939,P32569,DIP-1179N,NP_011388,P38633
DIP-4489N,NP_011044,P40074,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-2463N,NP_011076,P40091
DIP-1179N,NP_011388,P38633,DIP-5488N,NP_011111,P39961
DIP-2811N,NP_116682,P43604,DIP-1179N,NP_011388,P38633
DIP-282N,NP_011496,P43639,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-1749N,NP_011362,P53112
DIP-1179N,NP_011388,P38633,DIP-5112N,NP_011358,P53111
DIP-4375N,NP_011264,P53060,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-4487N,NP_011655,P53284
DIP-2093N,NP_011925,P38782,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-5099N,NP_011998,P38834
DIP-1179N,NP_011388,P38633,DIP-4197N,NP_012239,P40542
DIP-1179N,NP_011388,P38633,DIP-5489N,NP_012233,P40537
DIP-1179N,NP_011388,P38633,DIP-2242N,NP_012282,P40573
DIP-5490N,NP_012502,P47059,DIP-1179N,NP_011388,P38633
DIP-5491N,NP_012603,P47119,DIP-1179N,NP_011388,P38633
DIP-4543N,NP_012785,P36064,DIP-1179N,NP_011388,P38633
DIP-2453N,NP_013027,P21691,DIP-1179N,NP_011388,P38633
DIP-5085N,-,Q99339,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-4181N,NP_013119,Q07949
DIP-4075N,NP_013209,Q12259,DIP-1179N,NP_011388,P38633
DIP-4790N,NP_013323,Q05946,DIP-1179N,NP_011388,P38633
DIP-4963N,-,Q06158,DIP-1179N,NP_011388,P38633
DIP-1898N,NP_013425,Q06168,DIP-1179N,NP_011388,P38633
DIP-1490N,NP_013527,Q06410,DIP-1179N,NP_011388,P38633
DIP-4450N,NP_013770,P37296,DIP-1179N,NP_011388,P38633
DIP-5492N,NP_013788,Q02486,DIP-1179N,NP_011388,P38633
DIP-5068N,NP_013929,P32352,DIP-1179N,NP_011388,P38633
DIP-1276N,NP_014407,P33308,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-4261N,NP_014425,P53728
DIP-1179N,NP_011388,P38633,DIP-2306N,NP_014626,P22517
DIP-4244N,NP_014624,Q08144,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-1435N,NP_014506,Q08278
DIP-1300N,NP_014690,Q02794,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-1171N,NP_014771,P21264
DIP-5493N,NP_014805,Q12172,DIP-1179N,NP_011388,P38633
DIP-1178N,NP_014817,Q12343,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-5389N,-,Q08728
DIP-4455N,NP_014932,Q12012,DIP-1179N,NP_011388,P38633
DIP-1179N,NP_011388,P38633,DIP-5494N,NP_015022,P40353
DIP-2778N,NP_015261,Q02770,DIP-1179N,NP_011388,P38633
DIP-3922N,NP_015494,Q06213,DIP-1179N,NP_011388,P38633
DIP-5495N,NP_009380,P31381,DIP-4173N,NP_011383,P53126
DIP-4194N,NP_014653,P33890,DIP-5496N,NP_011376,P53121
DIP-2004N,NP_116577,P33891,DIP-4274N,NP_014141,P53847
DIP-1426N,NP_011361,P50113,DIP-4351N,NP_014671,P40917
DIP-1426N,NP_011361,P50113,DIP-1171N,NP_014771,P21264
DIP-5497N,NP_011359,P22855,DIP-1407N,NP_014559,P35193
DIP-1598N,NP_014558,Q12292,DIP-5497N,NP_011359,P22855
DIP-5498N,NP_014462,P53750,DIP-5112N,NP_011358,P53111
DIP-1192N,NP_011335,P53104,DIP-2106N,NP_013595,P46963
DIP-2746N,NP_011334,P40956,DIP-5365N,NP_009997,P25382
DIP-4624N,NP_010048,Q07684,DIP-2746N,NP_011334,P40956
DIP-2746N,NP_011334,P40956,DIP-4253N,NP_010545,Q03935
DIP-2746N,NP_011334,P40956,DIP-3983N,NP_010985,P40040
DIP-2746N,NP_011334,P40956,DIP-3872N,NP_010996,P40047
DIP-1657N,NP_011088,P06843,DIP-2746N,NP_011334,P40956
DIP-4762N,NP_012255,P40553,DIP-2746N,NP_011334,P40956
DIP-2746N,NP_011334,P40956,DIP-5499N,NP_012212,P40525
DIP-5500N,NP_012207,P40188,DIP-2746N,NP_011334,P40956
DIP-2746N,NP_011334,P40956,DIP-1978N,NP_014466,P53754
DIP-5501N,NP_014783,P20134,DIP-2746N,NP_011334,P40956
DIP-2016N,NP_014976,Q08786,DIP-2746N,NP_011334,P40956
DIP-4063N,-,Q08789,DIP-2746N,NP_011334,P40956
DIP-2746N,NP_011334,P40956,DIP-4453N,NP_015312,Q02608
DIP-5329N,NP_015272,P54070,DIP-2746N,NP_011334,P40956
DIP-2746N,NP_011334,P40956,DIP-5502N,NP_015169,Q12498
DIP-5503N,NP_015136,Q06892,DIP-2746N,NP_011334,P40956
DIP-2763N,NP_011328,P04037,DIP-1653N,NP_011302,Q02793
DIP-2476N,NP_013670,P32796,DIP-2763N,NP_011328,P04037
DIP-2080N,NP_011688,P53039,DIP-1823N,NP_011317,P53093
DIP-1653N,NP_011302,Q02793,DIP-1717N,NP_009615,P38080
DIP-792N,NP_009629,P38086,DIP-1653N,NP_011302,Q02793
