ID.interactor.A,RefSeq.interactor.A,UniprotKB.interactor.A,ID.interactor.B,RefSeq.interactor.B,UniprotKB.interactor.B
DIP-1002N,NP_010206,Q07468,DIP-2248N,NP_013194,Q12255
DIP-2143N,NP_011982,P38822,DIP-2143N,NP_011982,P38822
DIP-1894N,NP_012258,P40554,DIP-7935N,-,P53088
DIP-1894N,NP_012258,P40554,DIP-6649N,NP_014280,P53923
DIP-6649N,NP_014280,P53923,DIP-7935N,-,P53088
DIP-4150N,NP_013095,P41800,DIP-7932N,NP_011296,P53083
DIP-4150N,NP_013095,P41800,DIP-2704N,NP_010157,P25694
DIP-4150N,NP_013095,P41800,DIP-2392N,NP_012500,P16474
DIP-8142N,NP_009351,P39722,DIP-4150N,NP_013095,P41800
DIP-4150N,NP_013095,P41800,DIP-6697N,NP_009392,P18409
DIP-4150N,NP_013095,P41800,DIP-6453N,NP_014343,P04840
DIP-2917N,NP_009523,P18239,DIP-4150N,NP_013095,P41800
DIP-5044N,NP_012678,P32787,DIP-4150N,NP_013095,P41800
DIP-365N,NP_012141,P20967,DIP-4150N,NP_013095,P41800
DIP-7376N,NP_009958,P32445,DIP-4150N,NP_013095,P41800
DIP-4150N,NP_013095,P41800,DIP-4925N,NP_012194,P40513
DIP-2253N,NP_009396,P10591,DIP-4150N,NP_013095,P41800
DIP-4150N,NP_013095,P41800,DIP-2266N,NP_009478,P09435
DIP-7126N,NP_014190,P40150,DIP-4150N,NP_013095,P41800
DIP-2512N,NP_009404,P22336,DIP-4150N,NP_013095,P41800
DIP-2109N,NP_012362,P26755,DIP-4150N,NP_013095,P41800
DIP-4150N,NP_013095,P41800,DIP-3N,NP_013680,P06778
DIP-2415N,NP_014551,P25847,DIP-4150N,NP_013095,P41800
DIP-4150N,NP_013095,P41800,DIP-2422N,NP_010016,P25336
DIP-4150N,NP_013095,P41800,DIP-2423N,NP_010382,Q03834
DIP-7932N,NP_011296,P53083,DIP-8142N,NP_009351,P39722
DIP-6697N,NP_009392,P18409,DIP-7932N,NP_011296,P53083
DIP-7932N,NP_011296,P53083,DIP-4188N,NP_014634,Q92328
DIP-6453N,NP_014343,P04840,DIP-7932N,NP_011296,P53083
DIP-7932N,NP_011296,P53083,DIP-5044N,NP_012678,P32787
DIP-7932N,NP_011296,P53083,DIP-365N,NP_012141,P20967
DIP-7376N,NP_009958,P32445,DIP-7932N,NP_011296,P53083
DIP-4925N,NP_012194,P40513,DIP-7932N,NP_011296,P53083
DIP-2253N,NP_009396,P10591,DIP-7932N,NP_011296,P53083
DIP-2266N,NP_009478,P09435,DIP-7932N,NP_011296,P53083
DIP-7932N,NP_011296,P53083,DIP-7126N,NP_014190,P40150
DIP-2512N,NP_009404,P22336,DIP-7932N,NP_011296,P53083
DIP-2262N,NP_015084,P02829,DIP-5634N,NP_015381,Q12004
DIP-1524N,NP_013911,P15108,DIP-5634N,NP_015381,Q12004
DIP-5634N,NP_015381,Q12004,DIP-6645N,NP_015219,P32589
DIP-2253N,NP_009396,P10591,DIP-5634N,NP_015381,Q12004
DIP-5634N,NP_015381,Q12004,DIP-2265N,NP_013076,P10592
DIP-411N,NP_012579,P12398,DIP-5634N,NP_015381,Q12004
DIP-2254N,NP_010052,P11484,DIP-5634N,NP_015381,Q12004
DIP-5634N,NP_015381,Q12004,DIP-7126N,NP_014190,P40150
DIP-5783N,NP_015203,Q02939,DIP-5634N,NP_015381,Q12004
DIP-4001N,NP_010790,P19358,DIP-5634N,NP_015381,Q12004
DIP-2251N,NP_014335,P25491,DIP-5634N,NP_015381,Q12004
DIP-1533N,NP_014039,P32337,DIP-5634N,NP_015381,Q12004
DIP-5634N,NP_015381,Q12004,DIP-4911N,NP_010673,P32324
DIP-4124N,NP_009362,P00549,DIP-5634N,NP_015381,Q12004
DIP-2292N,NP_009685,P16140,DIP-5634N,NP_015381,Q12004
DIP-5634N,NP_015381,Q12004,DIP-2250N,NP_009676,P02994
DIP-5634N,NP_015381,Q12004,DIP-4322N,NP_010228,P41940
DIP-1951N,NP_012542,P00358,DIP-5634N,NP_015381,Q12004
DIP-4309N,NP_011708,P00359,DIP-5634N,NP_015381,Q12004
DIP-5634N,NP_015381,Q12004,DIP-7648N,NP_013360,P19882
DIP-1883N,NP_011979,P38820,DIP-6649N,NP_014280,P53923
DIP-4457N,NP_014894,Q08686,DIP-6649N,NP_014280,P53923
DIP-7935N,-,P53088,DIP-1883N,NP_011979,P38820
DIP-4457N,NP_014894,Q08686,DIP-1883N,NP_011979,P38820
DIP-4457N,NP_014894,Q08686,DIP-7935N,-,P53088
DIP-2808N,NP_010928,P22141,DIP-6617N,NP_011511,P53196
DIP-1591N,NP_011748,P50086,DIP-2808N,NP_010928,P22141
DIP-2808N,NP_010928,P22141,DIP-2748N,NP_009831,P38348
DIP-978N,NP_011502,P12383,DIP-2334N,NP_014591,P19659
DIP-8754N,NP_010651,O94742,DIP-5060N,NP_014569,Q08231
DIP-1966N,NP_014043,Q04868,DIP-1966N,NP_014043,Q04868
DIP-2384N,NP_013488,Q06706,DIP-2384N,NP_013488,Q06706
DIP-2386N,NP_011716,P42935,DIP-2386N,NP_011716,P42935
DIP-2385N,NP_015239,Q02908,DIP-2385N,NP_015239,Q02908
DIP-1234N,NP_010150,Q12018,DIP-3938N,NP_010617,Q06682
DIP-3041N,NP_009319,P61829,DIP-3041N,NP_009319,P61829
DIP-5133N,NP_010288,P41910,DIP-1038N,NP_014704,P19454
DIP-936N,NP_012013,P40422,DIP-1152N,NP_011519,P41896
DIP-1152N,NP_011519,P41896,DIP-44N,NP_011075,P13393
DIP-2093N,NP_011925,P38782,DIP-1152N,NP_011519,P41896
DIP-1152N,NP_011519,P41896,DIP-1659N,NP_009752,P38304
DIP-1434N,NP_013830,Q99278,DIP-1152N,NP_011519,P41896
DIP-152N,NP_010939,P32569,DIP-1152N,NP_011519,P41896
DIP-1658N,NP_011618,P32585,DIP-1152N,NP_011519,P41896
DIP-107N,NP_011907,P34162,DIP-1152N,NP_011519,P41896
DIP-1433N,NP_009812,P32570,DIP-1152N,NP_011519,P41896
DIP-8754N,NP_010651,O94742,DIP-2444N,NP_010443,P46674
DIP-3790N,NP_009365,P39730,DIP-6440N,NP_014699,Q08444
DIP-5554N,NP_013586,P32340,DIP-5554N,NP_013586,P32340
DIP-1763N,NP_009633,P38247,DIP-1763N,NP_009633,P38247
DIP-4521N,NP_011679,P53290,DIP-1763N,NP_009633,P38247
DIP-4842N,NP_013058,Q07879,DIP-1197N,NP_009475,P38182
DIP-4720N,NP_011801,P32527,DIP-978N,NP_011502,P12383
DIP-978N,NP_011502,P12383,DIP-6305N,NP_011931,P38788
DIP-4905N,NP_011872,P00447,DIP-4905N,NP_011872,P00447
DIP-3992N,NP_015167,Q99299,DIP-1040N,NP_015491,P06780
DIP-3992N,NP_015167,Q99299,DIP-862N,NP_013330,P19073
DIP-5602N,NP_116683,P43605,DIP-5860N,NP_014092,P21965
DIP-5037N,NP_012445,P47027,DIP-2516N,NP_010503,P14737
DIP-1771N,NP_013236,Q12098,DIP-5037N,NP_012445,P47027
DIP-1017N,NP_009871,P25588,DIP-1558N,NP_013214,P32485
DIP-2532N,NP_014137,P21951,DIP-1017N,NP_009871,P25588
DIP-2533N,NP_015501,P24482,DIP-1017N,NP_009871,P25588
DIP-2293N,NP_010096,P17255,DIP-8123N,NP_010887,P25515
DIP-5394N,NP_015090,P32842,DIP-2293N,NP_010096,P17255
DIP-2293N,NP_010096,P17255,DIP-4054N,NP_011891,P23968
DIP-3992N,NP_015167,Q99299,DIP-1680N,NP_014571,Q08229
DIP-3992N,NP_015167,Q99299,DIP-1380N,NP_012974,P25293
DIP-3992N,NP_015167,Q99299,DIP-1980N,NP_014321,P53939
DIP-5749N,NP_013446,P38631,DIP-3992N,NP_015167,Q99299
DIP-2412N,NP_013890,P38920,DIP-2911N,NP_013915,P35187
DIP-1746N,NP_015499,P52917,DIP-1916N,NP_012924,P36108
DIP-1746N,NP_015499,P52917,DIP-52223N,-,P69771
DIP-957N,NP_010120,Q12518,DIP-973N,NP_014156,P33338
DIP-2405N,NP_013204,Q08032,DIP-1813N,NP_010777,Q03406
DIP-2405N,NP_013204,Q08032,DIP-4461N,NP_014495,Q12146
DIP-2463N,NP_011076,P40091,DIP-1040N,NP_015491,P06780
DIP-1549N,NP_013268,P61864,DIP-1549N,NP_013268,P61864
DIP-2704N,NP_010157,P25694,DIP-1548N,NP_010877,P32628
DIP-7259N,NP_010746,Q03281,DIP-728N,NP_014210,Q02821
DIP-2267N,NP_012341,P09119,DIP-2407N,NP_010882,P24279
DIP-5944N,NP_014331,P41813,DIP-2321N,NP_013714,P32562
DIP-2321N,NP_013714,P32562,DIP-1806N,NP_015017,Q08887
DIP-4894N,NP_014192,P40160,DIP-4328N,NP_014221,P05750
DIP-2291N,NP_009530,P29469,DIP-2284N,NP_013646,P54784
DIP-2291N,NP_009530,P29469,DIP-2285N,NP_009616,P32833
DIP-2291N,NP_009530,P29469,DIP-2287N,NP_015488,P54791
DIP-2288N,NP_014138,P50874,DIP-2291N,NP_009530,P29469
DIP-2289N,NP_011986,P38826,DIP-2291N,NP_009530,P29469
DIP-2291N,NP_009530,P29469,DIP-7948N,NP_012580,P47112
DIP-1294N,NP_011314,P53091,DIP-2291N,NP_009530,P29469
DIP-2291N,NP_009530,P29469,DIP-2408N,NP_009761,P38132
DIP-2801N,NP_012779,P34078,DIP-1586N,NP_009481,P05754
DIP-1470N,NP_014040,P32497,DIP-4328N,NP_014221,P05750
DIP-6557N,NP_011786,P40340,DIP-419N,NP_010511,P04911
DIP-2291N,NP_009530,P29469,DIP-2286N,NP_013097,P54790
DIP-611N,NP_010141,P04050,DIP-1700N,NP_012897,P36100
DIP-701N,NP_015411,P29055,DIP-611N,NP_010141,P04050
DIP-14N,NP_014794,P08518,DIP-701N,NP_015411,P29055
DIP-2934N,NP_012450,P19658,DIP-2937N,NP_015380,P32855
DIP-5817N,NP_009506,P34216,DIP-1549N,NP_013268,P61864
DIP-5073N,NP_013699,Q04228,DIP-1549N,NP_013268,P61864
DIP-2789N,NP_009495,P34223,DIP-1549N,NP_013268,P61864
DIP-3938N,NP_010617,Q06682,DIP-1549N,NP_013268,P61864
DIP-1549N,NP_013268,P61864,DIP-1986N,NP_014781,Q12242
DIP-2746N,NP_011334,P40956,DIP-1549N,NP_013268,P61864
DIP-4897N,NP_009614,P38237,DIP-1549N,NP_013268,P61864
DIP-5169N,NP_013186,Q12509,DIP-1008N,NP_010773,Q03388
DIP-1735N,NP_013713,P32939,DIP-6769N,NP_010047,P48365
DIP-2019N,NP_116615,P01123,DIP-1258N,NP_014713,Q08484
DIP-2492N,NP_116650,P07560,DIP-1258N,NP_014713,Q08484
DIP-6354N,NP_012869,P35732,DIP-5830N,NP_013132,P32849
DIP-2524N,NP_010181,P15436,DIP-1549N,NP_013268,P61864
DIP-2523N,NP_012577,P47110,DIP-1000N,NP_014991,P12689
DIP-8024N,NP_015158,P14284,DIP-1000N,NP_014991,P12689
DIP-2523N,NP_012577,P47110,DIP-8024N,NP_015158,P14284
DIP-4640N,NP_015461,Q01454,DIP-4640N,NP_015461,Q01454
DIP-1813N,NP_010777,Q03406,DIP-4640N,NP_015461,Q01454
DIP-2234N,NP_013370,P22214,DIP-2494N,NP_015092,P32867
DIP-1197N,NP_009475,P38182,DIP-1407N,NP_014559,P35193
DIP-1598N,NP_014558,Q12292,DIP-1492N,NP_015374,Q12527
DIP-1492N,NP_015374,Q12527,DIP-1407N,NP_014559,P35193
DIP-1197N,NP_009475,P38182,DIP-1409N,NP_012819,P14904
DIP-2322N,NP_015172,P22216,DIP-1212N,NP_010384,P34730
DIP-1146N,NP_012743,P06783,DIP-5430N,NP_116627,P06842
DIP-1202N,NP_010017,P25655,DIP-979N,NP_011467,Q01939
DIP-2255N,NP_010991,P34909,DIP-979N,NP_011467,Q01939
DIP-8889N,NP_015256,Q12051,DIP-8889N,NP_015256,Q12051
DIP-5045N,NP_010142,Q12334,DIP-5045N,NP_010142,Q12334
DIP-8048N,NP_012875,P36012,DIP-5045N,NP_010142,Q12334
DIP-6282N,NP_010277,P40327,DIP-1893N,NP_012259,P40555
DIP-1587N,NP_010682,P33298,DIP-1893N,NP_012259,P40555
DIP-1893N,NP_012259,P40555,DIP-979N,NP_011467,Q01939
DIP-2409N,NP_015344,P30665,DIP-4083N,NP_013642,Q04636
DIP-1944N,NP_013763,Q04659,DIP-2409N,NP_015344,P30665
DIP-2409N,NP_015344,P30665,DIP-2526N,NP_014297,P13382
DIP-2409N,NP_015344,P30665,DIP-1813N,NP_010777,Q03406
DIP-2409N,NP_015344,P30665,DIP-1812N,NP_010296,Q12488
DIP-2405N,NP_013204,Q08032,DIP-2409N,NP_015344,P30665
DIP-2409N,NP_015344,P30665,DIP-4461N,NP_014495,Q12146
DIP-1813N,NP_010777,Q03406,DIP-2526N,NP_014297,P13382
DIP-2526N,NP_014297,P13382,DIP-1812N,NP_010296,Q12488
DIP-2405N,NP_013204,Q08032,DIP-2526N,NP_014297,P13382
DIP-2526N,NP_014297,P13382,DIP-2407N,NP_010882,P24279
DIP-2494N,NP_015092,P32867,DIP-6712N,NP_010265,Q12451
DIP-6712N,NP_010265,Q12451,DIP-2234N,NP_013370,P22214
DIP-2494N,NP_015092,P32867,DIP-2148N,NP_011940,P38713
